9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,3,0,1,0,2,0,3,1,2,1,2,1,1,1,1,2,3,3,0,1,2,1,0,3,3,2,1,3,2,2,0,3,3,60,58,12,18,0,9
9,3,2,0,0,0,2,1,2,3,0,2,3,1,1,2,2,2,2,2,2,2,1,1,2,3,2,2,1,2,1,1,1,0,54,56,15,14,2,9
9,3,0,2,2,2,0,2,3,3,1,1,3,1,2,3,0,2,3,0,3,3,2,0,2,0,1,3,3,0,0,2,3,3,3,0,1,3,3,9
9,2,2,2,3,1,1,1,3,1,0,1,3,0,1,3,3,2,3,0,3,0,0,0,0,0,0,0,3,0,3,1,2,1,3,2,3,0,0,9
9,2,0,0,2,0,0,1,2,0,1,3,2,3,3,1,3,2,0,2,0,3,1,0,3,2,1,2,2,0,2,1,2,1,1,2,2,1,0,9
9,0,3,0,1,0,2,0,1,1,2,2,1,0,0,2,1,0,2,1,3,1,1,0,2,0,3,1,3,3,3,3,2,3,1,0,0,0,1,9
9,1,0,2,0,2,0,0,2,3,3,0,0,2,0,3,2,0,1,3,1,1,1,2,1,2,3,0,0,1,0,0,3,0,2,0,1,1,1,9
9,2,0,0,2,1,3,3,2,2,3,1,1,1,3,3,0,2,1,0,3,0,1,1,3,2,2,2,1,0,0,1,3,3,2,1,0,3,1,9
9,1,3,1,2,0,3,3,3,2,0,2,0,0,0,0,1,1,1,2,1,2,2,2,2,3,2,2,1,2,2,1,1,0,2,2,2,2,0,9
9,1,1,2,0,0,3,2,2,1,3,2,2,2,3,3,1,1,1,0,1,1,0,0,0,2,0,2,3,0,2,3,3,0,1,2,1,3,2,9
9,2,1,0,0,3,3,0,1,2,1,3,2,0,3,1,2,0,3,2,3,1,1,3,1,1,3,2,3,1,1,0,3,2,3,3,2,2,2,9
9,0,1,3,0,0,2,1,0,3,0,2,0,2,3,2,0,0,2,3,1,2,2,2,0,0,2,1,1,0,3,3,0,2,3,3,2,3,2,9
9,1,0,1,0,1,3,2,2,3,1,0,2,2,1,1,0,3,32,33,35,35,35,1,3,0,3,2,3,2,1,0,1,3,3,2,1,2,1,9
9,1,1,3,1,2,2,1,2,3,3,0,0,2,1,1,32,35,34,33,32,34,33,32,35,1,3,0,1,0,1,2,0,1,1,0,3,0,0,9
9,3,2,2,3,3,0,3,0,2,0,1,3,1,3,33,33,32,34,34,32,34,35,32,35,35,3,0,3,3,2,3,0,1,1,3,1,1,3,9
9,1,0,3,0,2,0,1,2,1,3,2,0,2,34,32,33,34,35,34,34,35,33,32,35,32,1,2,3,2,3,0,1,3,2,2,0,3,1,9
9,2,0,3,0,1,3,2,3,0,2,2,1,1,32,32,33,35,47,48,48,53,32,34,32,34,0,3,3,0,0,3,0,2,0,0,1,3,0,9
9,0,2,0,2,1,1,2,0,0,3,0,2,1,33,34,34,34,46,10,10,52,34,34,35,35,1,3,0,1,2,0,2,1,1,3,1,0,3,9
9,0,3,0,2,3,2,1,2,3,1,2,2,2,32,33,35,33,51,50,50,49,33,34,33,35,0,2,2,3,0,0,0,0,2,0,3,1,3,9
9,2,1,3,0,1,3,0,0,3,0,3,2,0,32,32,32,33,35,33,35,32,60,59,58,35,0,2,2,2,0,1,1,0,3,0,0,3,3,9
9,0,0,3,0,1,1,0,3,0,0,3,2,0,0,35,34,33,33,32,34,34,61,63,57,0,3,0,3,2,2,0,1,1,3,1,2,2,2,9
9,2,0,3,2,2,2,3,3,2,2,2,0,2,0,1,35,34,34,34,34,35,54,55,56,2,0,0,0,3,1,0,2,2,1,2,0,0,1,9
9,3,1,2,3,0,2,1,0,0,1,2,0,3,0,0,32,32,33,33,33,33,34,3,3,0,2,2,0,0,3,2,1,1,0,0,2,3,0,9
9,0,0,3,0,0,0,3,0,1,3,2,2,0,1,1,0,24,25,26,2,1,0,3,0,3,2,1,3,0,1,3,2,0,1,0,3,0,3,9
9,1,1,3,2,2,3,3,0,3,2,1,3,2,2,0,3,0,0,1,1,2,3,0,0,1,2,3,0,3,0,3,3,2,1,1,3,3,3,9
9,2,0,1,0,1,0,2,0,2,1,0,1,0,3,3,1,3,2,0,2,1,1,0,3,1,1,2,0,0,1,1,1,0,1,3,2,1,3,9
9,0,1,3,2,0,3,3,1,1,3,0,1,3,1,2,1,1,2,3,2,2,1,1,2,1,1,2,2,3,1,3,0,3,0,3,3,2,2,9
9,1,0,2,2,3,1,3,2,1,2,3,2,1,0,2,2,0,0,3,3,0,3,1,2,2,2,3,2,1,1,1,2,1,1,3,0,3,3,9
9,0,1,0,0,2,2,1,2,1,0,0,1,0,1,3,2,2,3,2,1,1,1,3,2,3,0,2,3,2,0,3,0,2,1,1,2,0,3,9
9,3,0,0,1,1,1,3,3,2,1,3,0,3,1,1,3,1,0,0,1,0,2,1,2,1,1,1,3,2,2,2,1,2,3,3,1,3,0,9
9,2,3,0,1,1,3,0,2,2,3,0,1,3,2,0,2,3,2,0,1,3,1,2,2,2,1,1,0,0,3,1,0,2,2,1,1,1,0,9
9,1,3,3,1,3,1,1,0,1,2,0,2,3,1,0,1,1,0,0,2,1,3,3,0,0,2,1,3,0,2,3,2,2,1,1,2,3,1,9
9,3,1,3,3,0,1,3,1,3,1,1,0,0,3,2,2,0,0,0,1,1,2,3,1,3,3,0,0,2,3,3,3,1,3,0,2,3,1,9
9,0,1,2,2,1,3,2,0,3,3,1,2,1,3,0,1,2,1,1,3,2,0,1,2,0,3,2,3,2,1,0,3,0,0,3,0,2,2,9
9,2,3,2,3,0,3,3,0,0,2,0,1,1,2,1,0,3,0,0,2,2,1,2,1,2,0,2,1,1,1,1,3,1,1,1,2,3,3,9
9,2,2,3,2,0,2,2,0,2,1,3,3,1,3,0,3,3,3,0,1,2,2,3,1,2,3,3,2,3,0,1,3,1,0,3,2,0,0,9
9,2,0,0,0,2,0,1,2,2,2,3,1,2,2,0,1,0,2,0,1,3,3,0,2,0,1,0,0,2,0,2,2,3,0,0,2,3,3,9
9,1,2,2,3,2,1,0,2,2,0,0,0,2,3,1,0,3,0,2,2,0,1,3,1,1,0,3,1,3,3,1,3,1,0,0,0,1,0,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
